source_id,doi,title,availability_status,primary_fulltext_type,primary_local_path,successful_artifact_count,failed_attempt_count,failure_reasons,last_checked_at,fulltext_status,acquisition_status,failure_reason,publisher_url,manual_access_url
LIT_39FC4C9561D1FAE9,10.2174/157341311795542543,Are Carbon Nanotubes a Naturally Occurring Material? Hints from Methane CVD Using Lava as a Catalyst,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T17:47:30Z,unavailable_legally,manual_access_required,no_legal_fulltext_found,https://doi.org/10.2174/157341311795542543,https://doi.org/10.2174/157341311795542543
LIT_C953585FCEE47FDD,10.1142/s1793292009001526,BROAD BUNDLES OF SINGLE-WALLED CARBON NANOTUBE SYNTHESIZED OVER <font>Fe</font><sub>2</sub><font>O</font><sub>3</sub>/<font>MgO</font> VIA CHEMICAL VAPOR DEPOSITION OF METHANE,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T17:47:32Z,unavailable_legally,manual_access_required,no_legal_fulltext_found,https://doi.org/10.1142/s1793292009001526,https://doi.org/10.1142/s1793292009001526
LIT_F6B2DB3CC3BAB571,10.1021/jp055498b,Rapid Growth and Flow-Mediated Nucleation of Millimeter-Scale Aligned Carbon Nanotube Structures from a Thin-Film Catalyst,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T17:47:34Z,unavailable_legally,manual_access_required,no_legal_fulltext_found,https://doi.org/10.1021/jp055498b,https://doi.org/10.1021/jp055498b
LIT_80A93A92165252BF,10.1166/153348802760394034,High Yield of Pure Multiwalled Carbon Nanotubes from the Catalytic Decomposition of Acetylene on in Situ Formed Cobalt Nanoparticles,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T17:47:39Z,unavailable_legally,manual_access_required,no_legal_fulltext_found,https://doi.org/10.1166/153348802760394034,https://doi.org/10.1166/153348802760394034
LIT_91451009FBF2D2EA,10.1016/j.envpol.2020.114099,Use of iron mining tailings from dams for carbon nanotubes synthesis in fluidized bed for 17α-ethinylestradiol removal,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T17:47:41Z,unavailable_legally,manual_access_required,no_legal_fulltext_found,https://doi.org/10.1016/j.envpol.2020.114099,https://doi.org/10.1016/j.envpol.2020.114099
LIT_2BBA5D5A33DCA23E,10.1063/1.1410322,Growth process conditions of vertically aligned carbon nanotubes using plasma enhanced chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T17:47:43Z,unavailable_legally,manual_access_required,no_legal_fulltext_found,https://doi.org/10.1063/1.1410322,https://doi.org/10.1063/1.1410322
LIT_41ED2ABA7F071F5E,10.1021/jp990957s,Large Scale CVD Synthesis of Single-Walled Carbon Nanotubes,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T17:47:45Z,unavailable_legally,manual_access_required,no_legal_fulltext_found,https://doi.org/10.1021/jp990957s,https://doi.org/10.1021/jp990957s
LIT_EB2BD7ACC3C71120,10.1002/smll.201303715,Nitrogen‐Doped Graphene/Carbon Nanotube Hybrids: In Situ Formation on Bifunctional Catalysts and Their Superior Electrocatalytic Activity for Oxygen Evolution/Reduction Reaction,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T17:47:47Z,unavailable_legally,manual_access_required,no_legal_fulltext_found,https://doi.org/10.1002/smll.201303715,https://doi.org/10.1002/smll.201303715
LIT_C928134CFAB77D18,10.1063/1.1589187,Low-temperature growth of carbon nanotubes by plasma-enhanced chemical vapor deposition,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T17:47:49Z,unavailable_legally,manual_access_required,no_legal_fulltext_found,https://doi.org/10.1063/1.1589187,https://doi.org/10.1063/1.1589187
LIT_6BD67C99F1AB52B1,10.1021/jp049495v,The Influence of Catalyst Chemical State and Morphology on Carbon Nanotube Growth,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T17:47:51Z,unavailable_legally,manual_access_required,no_legal_fulltext_found,https://doi.org/10.1021/jp049495v,https://doi.org/10.1021/jp049495v
LIT_5AFB84D7275DBC1E,10.1016/j.carbon.2020.11.065,Deep-injection floating-catalyst chemical vapor deposition to continuously synthesize carbon nanotubes with high aspect ratio and high crystallinity,unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T17:47:54Z,unavailable_legally,manual_access_required,no_legal_fulltext_found,https://doi.org/10.1016/j.carbon.2020.11.065,https://doi.org/10.1016/j.carbon.2020.11.065
LIT_A30F475D9CEBCEB0,10.1063/1.2364381,Effect of catalyst oxidation on the growth of carbon nanotubes by thermal chemical vapor deposition,unavailable,,,0,3,html_landing_page_not_fulltext; http_403,2026-07-16T17:47:56Z,unavailable_legally,manual_access_required,no_legal_fulltext_found,https://doi.org/10.1063/1.2364381,https://doi.org/10.1063/1.2364381
LIT_1E16A4FAF9AEF7E4,10.1143/jjap.42.4116,Position-Controlled Carbon Nanotube Field-Effect Transistors Fabricated by Chemical Vapor Deposition Using Patterned Metal Catalyst,unavailable,,,0,3,html_landing_page_not_fulltext,2026-07-16T17:48:02Z,unavailable_legally,manual_access_required,no_legal_fulltext_found,https://doi.org/10.1143/jjap.42.4116,https://doi.org/10.1143/jjap.42.4116
LIT_428524A1D247A302,10.1002/cnma.202200037,Selective Growth of Single‐walled Carbon Nanotubes using Cobalt Disilicide,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T17:48:03Z,unavailable_legally,manual_access_required,no_legal_fulltext_found,https://doi.org/10.1002/cnma.202200037,https://doi.org/10.1002/cnma.202200037
LIT_C78FACE8C438AE4B,10.1002/cvde.201207021,Parametric Study of Methane Catalytic CVD into Single‐walled Carbon Nanotubes Using Spin‐coated Iron Nanoparticles,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T17:48:05Z,unavailable_legally,manual_access_required,no_legal_fulltext_found,https://doi.org/10.1002/cvde.201207021,https://doi.org/10.1002/cvde.201207021
LIT_EC98DCB343E903C7,10.1063/1.4948856,Growth of well-oriented VACNTs using thermal chemical vapor deposition method,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T17:48:07Z,unavailable_legally,manual_access_required,no_legal_fulltext_found,https://doi.org/10.1063/1.4948856,https://doi.org/10.1063/1.4948856
LIT_6D30125E2A7B8D73,10.1143/jjap.45.8323,Analysis of Oxidation State of Multilayered Catalyst Thin Films for Carbon Nanotube Growth Using Plasma-Enhanced Chemical Vapor Deposition,unavailable,,,0,3,html_landing_page_not_fulltext,2026-07-16T17:48:13Z,unavailable_legally,manual_access_required,no_legal_fulltext_found,https://doi.org/10.1143/jjap.45.8323,https://doi.org/10.1143/jjap.45.8323
LIT_41F55B9439F51B21,10.1021/cm970412f,Chemical Vapor Deposition Based Synthesis of Carbon Nanotubes and Nanofibers Using a Template Method,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T17:48:15Z,unavailable_legally,manual_access_required,no_legal_fulltext_found,https://doi.org/10.1021/cm970412f,https://doi.org/10.1021/cm970412f
LIT_77C8EA9D8BC34BDB,10.1021/nl060068y,Catalytic Chemical Vapor Deposition of Single-Wall Carbon Nanotubes at Low Temperatures,available,pdf,data/raw/fulltext/pdf/LIT_77C8EA9D8BC34BDB_9880b53c0fdf.pdf,1,2,html_landing_page_not_fulltext; http_403,2026-07-16T17:48:19Z,available,acquired,,https://doi.org/10.1021/nl060068y,https://doi.org/10.1021/nl060068y
LIT_7E5CD6860550E16F,10.1021/acs.energyfuels.7b04109,Effects of Temperature and Equivalence Ratio on Carbon Nanotubes and Hydrogen Production from Waste Plastic Gasification in Fluidized Bed,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T17:48:21Z,unavailable_legally,manual_access_required,no_legal_fulltext_found,https://doi.org/10.1021/acs.energyfuels.7b04109,https://doi.org/10.1021/acs.energyfuels.7b04109
P001_Dubey_2012_FeMo_MgO_tMWCNT,10.5714/cl.2012.13.2.099,Synthesis of thin-multiwalled carbon nanotubes by Fe-Mo/MgO catalyst using sol-gel method,available,local_pdf,data/raw/papers/HGTSB6_2012_v13n2_99.pdf,1,0,,2026-07-16T02:06:49Z,available,acquired,,https://doi.org/10.5714/cl.2012.13.2.099,
LIT_29053831AED49C65,10.1063/1.1382848,Growth of aligned carbon nanotubes by plasma-enhanced chemical vapor deposition: Optimization of growth parameters,available,pdf,data/raw/fulltext/pdf/LIT_29053831AED49C65_f1b4295539b0.pdf,1,3,html_landing_page_not_fulltext; http_403,2026-07-16T04:45:39Z,available,acquired,,https://doi.org/10.1063/1.1382848,
LIT_4421747A539A3C4E,10.1038/srep37972,"Heteronanostructured Co@carbon nanotubes-graphene ternary hybrids: synthesis, electromagnetic and excellent microwave absorption properties",available,pdf,data/raw/fulltext/pdf/LIT_4421747A539A3C4E_8ffc2f3518d1.pdf,1,0,,2026-07-16T04:45:51Z,available,acquired,,https://doi.org/10.1038/srep37972,
LIT_DA62998A464D0B34,10.17760/d20002315,Ethanol chemical vapor deposition process design for selective growth of vertically-aligned single-walled carbon nanotubes,unavailable,,,0,2,http_403,2026-07-16T04:45:59Z,pending,queued,,https://doi.org/10.17760/d20002315,
LIT_2A2F8594DBA4A040,10.3390/chemengineering3010026,CNT and H2 Production During CH4 Decomposition over Ni/CeZrO2. I. A Mechanistic Study,available,pdf,data/raw/fulltext/pdf/LIT_2A2F8594DBA4A040_329974b7c6f3.pdf,1,4,http_403,2026-07-16T02:40:48Z,available,acquired,,https://doi.org/10.3390/chemengineering3010026,
LIT_9A6884F1BCF7D6CC,10.3390/nano12050863,High Purity Single Wall Carbon Nanotube by Oxygen-Containing Functional Group of Ferrocene-Derived Catalyst Precursor by Floating Catalyst Chemical Vapor Deposition,available,html,data/raw/fulltext/html/LIT_9A6884F1BCF7D6CC_d253961457d7.html,1,5,html_landing_page_not_fulltext; http_403,2026-07-16T04:46:08Z,available,acquired,,https://doi.org/10.3390/nano12050863,
LIT_DC6A35D8716487CE,10.1016/j.carbon.2007.04.024,Raman characterisation of single-walled carbon nanotubes produced by the catalytic pyrolysis of methane,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T04:46:14Z,pending,queued,,https://doi.org/10.1016/j.carbon.2007.04.024,
LIT_BEACD822B2E6860B,10.1007/s12274-020-3032-1,Suspended superconducting weak links from aerosol-synthesized single-walled carbon nanotubes,available,pdf,data/raw/fulltext/pdf/LIT_BEACD822B2E6860B_220d023d60bd.pdf,1,0,,2026-07-16T04:46:20Z,available,acquired,,https://doi.org/10.1007/s12274-020-3032-1,
LIT_A72F77DDF27B1E9C,,Multi-Field Physics for the Synthesis of Carbon Nanotube Yarn and Sheet,available,pdf,data/raw/fulltext/pdf/LIT_A72F77DDF27B1E9C_bdd0e67ed6fa.pdf,1,1,html_landing_page_not_fulltext,2026-07-16T04:46:51Z,available,acquired,,https://openalex.org/W2733004427,
LIT_68B8A2A5415EBF90,10.1063/1.124462,Integrated nanotube circuits: Controlled growth and ohmic contacting of single-walled carbon nanotubes,available,pdf,data/raw/fulltext/pdf/LIT_68B8A2A5415EBF90_873b25f01b2f.pdf,1,3,html_landing_page_not_fulltext; http_403,2026-07-16T04:47:08Z,available,acquired,,https://doi.org/10.1063/1.124462,
LIT_055A4FC73A2EED3E,10.1038/srep03903,Ultra-pure single wall carbon nanotube fibres continuously spun without promoter,available,pdf,data/raw/fulltext/pdf/LIT_055A4FC73A2EED3E_c8af6fc5d62d.pdf,1,0,,2026-07-16T04:47:19Z,available,acquired,,https://doi.org/10.1038/srep03903,
LIT_345CEADD3D2F160E,10.1126/sciadv.1501729,Chemical vapor deposition synthesis of near-zigzag single-walled carbon nanotubes with stable tube-catalyst interface,available,pdf,data/raw/fulltext/pdf/LIT_345CEADD3D2F160E_b9cccadbf953.pdf,1,4,html_landing_page_not_fulltext; http_403; http_502,2026-07-16T04:47:31Z,available,acquired,,https://doi.org/10.1126/sciadv.1501729,
LIT_B2B76F5EF00C8667,10.1002/adfm.201200852,Wide Range Control of Microstructure and Mechanical Properties of Carbon Nanotube Forests: A Comparison Between Fixed and Floating Catalyst CVD Techniques,unavailable,,,0,4,http_403; http_500,2026-07-16T04:49:36Z,pending,queued,,https://doi.org/10.1002/adfm.201200852,
LIT_52723AF7CCAC0CD4,10.5772/intechopen.86995,Synthesis of Carbon Nanotubes by Catalytic Chemical Vapor Deposition,available,pdf,data/raw/fulltext/pdf/LIT_52723AF7CCAC0CD4_e9416a7dafa5.pdf,1,0,,2026-07-16T04:49:44Z,available,acquired,,https://doi.org/10.5772/intechopen.86995,
LIT_8CAE54D783026F65,10.1021/jp056793z,Influence of the Catalyst Type on the Growth of Carbon Nanotubes via Methane Chemical Vapor Deposition,unavailable,,,0,2,html_landing_page_not_fulltext; http_403,2026-07-16T04:49:49Z,pending,queued,,https://doi.org/10.1021/jp056793z,
LIT_56F310E06FA42633,10.1088/1757-899x/59/1/012005,"Catalytic effect of Fe, Ni, Co and Mo on the CNTs production",unavailable,,,0,2,html_landing_page_not_fulltext,2026-07-16T04:49:56Z,pending,queued,,https://doi.org/10.1088/1757-899x/59/1/012005,
LIT_37C1F1BCDB47EEBD,10.1016/j.ijhydene.2020.05.104,Cobalt doping of α-Fe/Al2O3 catalysts for the production of hydrogen and high-quality carbon nanotubes by thermal decomposition of methane,unavailable,,,0,3,URLError:<urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>; html_landing_page_not_fulltext,2026-07-16T04:50:13Z,pending,queued,,https://doi.org/10.1016/j.ijhydene.2020.05.104,
LIT_3DE18AF24FC0FE98,10.3390/nano10020365,Continuous Synthesis of Double-Walled Carbon Nanotubes with Water-Assisted Floating Catalyst Chemical Vapor Deposition,available,html,data/raw/fulltext/html/LIT_3DE18AF24FC0FE98_307ed2aca6ef.html,1,5,html_landing_page_not_fulltext; http_403,2026-07-16T04:50:23Z,available,acquired,,https://doi.org/10.3390/nano10020365,
LIT_B49F1E2FC9A56304,10.1038/srep02353,Self-Assembly of Graphene on Carbon Nanotube Surfaces,available,pdf,data/raw/fulltext/pdf/LIT_B49F1E2FC9A56304_3b739fdf57fa.pdf,1,0,,2026-07-16T04:50:32Z,available,acquired,,https://doi.org/10.1038/srep02353,
LIT_31DBBD6C48EA927E,10.1016/j.carbon.2008.11.047,Effects of partial and total methane flows on the yield and structural characteristics of MWCNTs produced by CVD,unavailable,,,0,3,URLError:<urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>; html_landing_page_not_fulltext,2026-07-16T04:50:50Z,pending,queued,,https://doi.org/10.1016/j.carbon.2008.11.047,
LIT_D74C5ABB8CDC64C5,10.1007/s12274-008-8044-1,Growth of serpentine carbon nanotubes on quartz substrates and their electrical properties,available,pdf,data/raw/fulltext/pdf/LIT_D74C5ABB8CDC64C5_fde2cc0c9777.pdf,1,0,,2026-07-16T04:50:58Z,available,acquired,,https://doi.org/10.1007/s12274-008-8044-1,
LIT_D69AB1AB29D0F242,10.1186/s11671-019-2938-6,Chemical Vapor Deposition of Vertically Aligned Carbon Nanotube Arrays: Critical Effects of Oxide Buffer Layers,available,pdf,data/raw/fulltext/pdf/LIT_D69AB1AB29D0F242_ad5c3d55265a.pdf,1,0,,2026-07-16T04:51:08Z,available,acquired,,https://doi.org/10.1186/s11671-019-2938-6,
LIT_6A3D88032DC909B7,10.1155/2013/356259,A Comparative Study of Three Different Chemical Vapor Deposition Techniques of Carbon Nanotube Growth on Diamond Films,unavailable,,,0,5,html_landing_page_not_fulltext; http_403,2026-07-16T04:51:19Z,pending,queued,,https://doi.org/10.1155/2013/356259,
LIT_2D2749D79917839A,10.1155/2022/8318217,One Step Fabrication of Aligned Carbon Nanotube Sheet via FC‐CVD Technique,unavailable,,,0,2,http_403,2026-07-16T04:51:22Z,pending,queued,,https://doi.org/10.1155/2022/8318217,
LIT_3E872882CF7C68F1,10.3390/nano9040571,Synthesis Procedure of Highly Densely Packed Carbon Nanotube Forests on TiN,available,html,data/raw/fulltext/html/LIT_3E872882CF7C68F1_7be1857cf2b6.html,1,8,html_landing_page_not_fulltext; http_403; http_500,2026-07-16T04:52:14Z,available,acquired,,https://doi.org/10.3390/nano9040571,
LIT_A7F841B38540268D,10.32350/sir.73.07,"Synthesis, Properties, and Applications of Carbon Nanotubes: An Overview",available,pdf,data/raw/fulltext/pdf/LIT_A7F841B38540268D_546689f5b38c.pdf,1,0,,2026-07-16T04:52:19Z,available,acquired,,https://doi.org/10.32350/sir.73.07,
LIT_BF9B296FF7061B98,10.1590/s1516-14392011005000059,Enhanced electrochemical activity using vertically aligned carbon nanotube electrodes grown on carbon fiber,available,pdf,data/raw/fulltext/pdf/LIT_BF9B296FF7061B98_e54e720b158b.pdf,1,0,,2026-07-16T04:53:33Z,available,acquired,,https://doi.org/10.1590/s1516-14392011005000059,
LIT_CFCA084E2A57853F,10.3390/pr11061587,Water-Assisted Catalytic VACNT Growth Optimization for Speed and Height,unavailable,,,0,3,http_403,2026-07-16T04:53:38Z,pending,queued,,https://doi.org/10.3390/pr11061587,
LIT_004FAE25B3DA5255,10.11159/icnfa19.154,Synthesis of Carbon Nanotubes from Polymer Waste,available,pdf,data/raw/fulltext/pdf/LIT_004FAE25B3DA5255_15c2ab158c74.pdf,1,0,,2026-07-16T04:53:43Z,available,acquired,,https://doi.org/10.11159/icnfa19.154,
LIT_A276A70868431521,10.2478/s11534-010-0079-8,Simulations on the mechanism of CNT bundle growth upon smooth and nanostructured Ni as well as θ-Al2O3 catalysts,unavailable,,,0,4,html_landing_page_not_fulltext; http_403,2026-07-16T04:53:51Z,pending,queued,,https://doi.org/10.2478/s11534-010-0079-8,
LIT_5D1C4C0335284A7A,10.4172/2150-3494.1000e106,Synthesis of Multi-Walled Carbon Nanotube by using Ethanol as a Carbon Source,unavailable,,,0,1,http_404,2026-07-16T04:53:54Z,pending,queued,,https://doi.org/10.4172/2150-3494.1000e106,
LIT_9A86271B4F67C26B,10.3390/ma16072735,One-Pot Fabrication of Nanocomposites Composed of Carbon Nanotubes and Alumina Powder Using a Rotatable Chemical Vapor Deposition System,unavailable,,,0,6,html_landing_page_not_fulltext; http_403,2026-07-16T04:54:02Z,pending,queued,,https://doi.org/10.3390/ma16072735,
LIT_A19C6FD4668EC8D5,10.1299/jsmeted.2006.225,A212 Influence of the Catalytic Activation Process on the CCVD Synthesis of SWNTs,available,pdf,data/raw/fulltext/pdf/LIT_A19C6FD4668EC8D5_ce7d82fa99a2.pdf,1,0,,2026-07-16T04:54:05Z,available,acquired,,https://doi.org/10.1299/jsmeted.2006.225,
LIT_7F4BCFD45E802E6F,10.1038/nmat1216,Ultralong single-wall carbon nanotubes,available,pdf,data/raw/fulltext/pdf/LIT_7F4BCFD45E802E6F_9502ec64f598.pdf,1,1,html_landing_page_not_fulltext,2026-07-16T04:54:12Z,available,acquired,,https://doi.org/10.1038/nmat1216,
LIT_BD24584C41DAE4DD,10.1021/cm301402g,The Phase of Iron Catalyst Nanoparticles during Carbon Nanotube Growth,available,pdf,data/raw/fulltext/pdf/LIT_BD24584C41DAE4DD_05d14773978e.pdf,1,0,,2026-07-16T04:54:19Z,available,acquired,,https://doi.org/10.1021/cm301402g,
LIT_5C31905295320B91,10.5772/17374,Smart Materials and Structures Based on Carbon Nanotube Composites,available,pdf,data/raw/fulltext/pdf/LIT_5C31905295320B91_fddf47350fab.pdf,1,0,,2026-07-16T04:54:27Z,available,acquired,,https://doi.org/10.5772/17374,
LIT_AB98C75D6F5D85A2,10.1016/j.apcata.2010.03.064,Quantitative study of catalytic activity and catalytic deactivation of Fe–Co/Al2O3 catalysts for multi-walled carbon nanotube synthesis by the CCVD process,available,pdf,data/raw/fulltext/pdf/LIT_AB98C75D6F5D85A2_3b52e6178150.pdf,1,1,html_landing_page_not_fulltext,2026-07-16T04:54:35Z,available,acquired,,https://doi.org/10.1016/j.apcata.2010.03.064,
LIT_0F76DE957F0F6283,10.1016/j.rinp.2014.07.003,Tip-growth of aligned carbon nanotubes on cobalt catalyst supported by alumina using alcohol catalytic chemical vapor deposition,unavailable,,,0,1,html_landing_page_not_fulltext,2026-07-16T04:54:39Z,pending,queued,,https://doi.org/10.1016/j.rinp.2014.07.003,
LIT_87B8240D8CDFE77C,10.1038/srep03334,The Infinite Possible Growth Ambients that Support Single-Wall Carbon Nanotube Forest Growth,available,pdf,data/raw/fulltext/pdf/LIT_87B8240D8CDFE77C_4cacaa1f78ae.pdf,1,0,,2026-07-16T04:54:50Z,available,acquired,,https://doi.org/10.1038/srep03334,
LIT_60EA741AF22F1B37,10.1016/j.cej.2024.158007,Production of carbon nanotubes from captured carbon: An ex-ante life cycle assessment case study,available,pdf,data/raw/fulltext/pdf/LIT_60EA741AF22F1B37_111286b2cc6d.pdf,1,1,html_landing_page_not_fulltext,2026-07-16T04:55:00Z,available,acquired,,https://doi.org/10.1016/j.cej.2024.158007,
LIT_BC02B1DE73740721,10.1155/2010/860178,Hybrid Carbon Fibers/Carbon Nanotubes Structures for Next Generation Polymeric Composites,unavailable,,,0,3,http_403,2026-07-16T04:55:14Z,pending,queued,,https://doi.org/10.1155/2010/860178,
LIT_70C62F9DC9DF53B4,10.5755/j01.ms.23.3.17050,Carbon Nanotube Fibers Prepared by Activating Deactivated Iron Particles in Floating Catalyst Chemical Vapor Deposition Tail Gas,available,pdf,data/raw/fulltext/pdf/LIT_70C62F9DC9DF53B4_ebbde12dcb93.pdf,1,0,,2026-07-16T04:55:20Z,available,acquired,,https://doi.org/10.5755/j01.ms.23.3.17050,
LIT_BA82E7DC697790E9,10.14356/kona.2016018,Decoration of Carbon Nanotubes by Semiconducting or Metallic Nanoparticles using Fluidized Bed Chemical Vapour Deposition,available,pdf,data/raw/fulltext/pdf/LIT_BA82E7DC697790E9_2d9985f67baf.pdf,1,0,,2026-07-16T04:55:37Z,available,acquired,,https://doi.org/10.14356/kona.2016018,
LIT_77436375794AF074,10.1038/s41598-017-14775-1,The Dependence of CNT Aerogel Synthesis on Sulfur-driven Catalyst Nucleation Processes and a Critical Catalyst Particle Mass Concentration,available,pdf,data/raw/fulltext/pdf/LIT_77436375794AF074_3eca14a6fd7e.pdf,1,0,,2026-07-16T04:55:53Z,available,acquired,,https://doi.org/10.1038/s41598-017-14775-1,
LIT_A5C1C05E257E0246,10.1016/j.jallcom.2017.03.001,Synthesis and electromagnetic wave absorption property of amorphous carbon nanotube networks on a 3D graphene aerogel/BaFe12O19 nanocomposite,unavailable,,,0,4,html_landing_page_not_fulltext; http_403,2026-07-16T04:56:03Z,pending,queued,,https://doi.org/10.1016/j.jallcom.2017.03.001,
LIT_A5F937C1E53DFE57,10.3390/nano12030449,Analysis of the Continuous Feeding of Catalyst Particles during the Growth of Vertically Aligned Carbon Nanotubes by Aerosol-Assisted CCVD,available,pdf,data/raw/fulltext/pdf/LIT_A5F937C1E53DFE57_99e08b626f53.pdf,1,3,html_landing_page_not_fulltext; http_403,2026-07-16T04:56:11Z,available,acquired,,https://doi.org/10.3390/nano12030449,
LIT_04A53D0FAD58D6F5,10.1103/physrevlett.100.156102,Effect of Metal Elements in Catalytic Growth of Carbon Nanotubes,available,pdf,data/raw/fulltext/pdf/LIT_04A53D0FAD58D6F5_1330ca136853.pdf,1,0,,2026-07-16T04:56:15Z,available,acquired,,https://doi.org/10.1103/physrevlett.100.156102,
LIT_37AB5E987D009FDE,10.1063/1.1728293,The role of the catalytic particle in the growth of carbon nanotubes by plasma enhanced chemical vapor deposition,available,pdf,data/raw/fulltext/pdf/LIT_37AB5E987D009FDE_754da25c2c11.pdf,1,0,,2026-07-16T04:56:19Z,available,acquired,,https://doi.org/10.1063/1.1728293,
LIT_436402DA7A57D194,10.1002/cvde.200600036,Catalytic Production of Carbon Nanotubes by Fluidized‐Bed CVD,available,pdf,data/raw/fulltext/pdf/LIT_436402DA7A57D194_9a5fe26e83d5.pdf,1,3,html_landing_page_not_fulltext; http_403,2026-07-16T04:56:30Z,available,acquired,,https://doi.org/10.1002/cvde.200600036,
LIT_91CE257D79ACE946,10.3390/polym13030351,"CVD Conditions for MWCNTs Production and Their Effects on the Optical and Electrical Properties of PPy/MWCNTs, PANI/MWCNTs Nanocomposites by In Situ Electropolymerization",available,html,data/raw/fulltext/html/LIT_91CE257D79ACE946_e7eed7bb0db8.html,1,7,html_landing_page_not_fulltext; http_403; http_404,2026-07-16T04:56:51Z,available,acquired,,https://doi.org/10.3390/polym13030351,
LIT_5E2595D2832F207F,10.3390/coatings7120221,Effect of Hydrogen Concentration on the Growth of Carbon Nanotube Arrays for Gecko-Inspired Adhesive Applications,unavailable,,,0,4,http_403,2026-07-16T04:56:56Z,pending,queued,,https://doi.org/10.3390/coatings7120221,
LIT_1629C4B9FABCA044,10.1155/2019/4260153,"Carbon Nanotubes: Synthesis via Chemical Vapour Deposition without Hydrogen, Surface Modification, and Application",unavailable,,,0,3,http_403,2026-07-16T04:56:59Z,pending,queued,,https://doi.org/10.1155/2019/4260153,
LIT_26E8CF0B49DA2722,10.1007/s13369-022-07206-5,High Quality and Maximizing the Production of CNTs from the Pyrolysis of Waste Polypropylene,available,pdf,data/raw/fulltext/pdf/LIT_26E8CF0B49DA2722_8591cf936b6d.pdf,1,0,,2026-07-16T04:57:11Z,available,acquired,,https://doi.org/10.1007/s13369-022-07206-5,
LIT_CA678F825E54BE45,10.3390/nano7020045,Synthesis of Carbon Nanotubes in Thermal Plasma Reactor at Atmospheric Pressure,available,html,data/raw/fulltext/html/LIT_CA678F825E54BE45_f0b928273102.html,1,5,html_landing_page_not_fulltext; http_403,2026-07-16T04:57:22Z,available,acquired,,https://doi.org/10.3390/nano7020045,
LIT_0B337E3E2AB8B340,10.3390/nano12071199,In Situ Synthesis of Carbon Nanotube–Steel Slag Composite for Pb(II) and Cu(II) Removal from Aqueous Solution,unavailable,,,0,5,html_landing_page_not_fulltext; http_403,2026-07-16T04:57:33Z,pending,queued,,https://doi.org/10.3390/nano12071199,
LIT_34447B54D64C4FF1,10.1186/1556-276x-9-448,Temperature-dependent gas transport performance of vertically aligned carbon nanotube/parylene composite membranes,available,pdf,data/raw/fulltext/pdf/LIT_34447B54D64C4FF1_0a49edc33999.pdf,1,0,,2026-07-16T04:57:42Z,available,acquired,,https://doi.org/10.1186/1556-276x-9-448,
LIT_CFCEB00208CEE1EA,10.1021/jp509080e,Large-Diameter Single-Wall Carbon Nanotubes Formed Alongside Small-Diameter Double-Walled Carbon Nanotubes,unavailable,,,0,3,html_landing_page_not_fulltext; http_403,2026-07-16T04:57:51Z,pending,queued,,https://doi.org/10.1021/jp509080e,
LIT_FF68EE4072A6522C,10.1126/science.282.5391.1105,Synthesis of Large Arrays of Well-Aligned Carbon Nanotubes on Glass,available,pdf,data/raw/fulltext/pdf/LIT_FF68EE4072A6522C_dbea359e1142.pdf,1,4,html_landing_page_not_fulltext,2026-07-16T04:58:04Z,available,acquired,,https://doi.org/10.1126/science.282.5391.1105,
LIT_1E55A7633F69BB67,10.1063/1.1566791,Bottom-up approach for carbon nanotube interconnects,unavailable,,,0,2,http_403,2026-07-16T04:58:07Z,pending,queued,,https://doi.org/10.1063/1.1566791,
LIT_AD847EBA6A2A60AF,10.1073/pnas.050498597,Carbon nanotube atomic force microscopy tips: Direct growth by chemical vapor deposition and application to high-resolution imaging,available,html,data/raw/fulltext/html/LIT_AD847EBA6A2A60AF_369cd37a43d9.html,1,4,html_landing_page_not_fulltext; http_403; http_404,2026-07-16T04:58:17Z,available,acquired,,https://doi.org/10.1073/pnas.050498597,
